epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
77,13436.7,2.9511,1.89526,2.02747,0.55282,0.40888,0.44604,0.26394,2.67456,1.79947,1.96453,0.006238,0.006238,0.006238
78,13611.2,2.95517,1.8988,2.02925,0.54106,0.41131,0.44629,0.26411,2.67297,1.79665,1.96427,0.0061885,0.0061885,0.0061885
79,13786.1,2.94964,1.88373,2.02298,0.54085,0.41885,0.44653,0.26476,2.6712,1.79311,1.9633,0.006139,0.006139,0.006139
80,13960.9,2.95094,1.88469,2.01964,0.53974,0.42572,0.44929,0.26682,2.67006,1.79063,1.96244,0.0060895,0.0060895,0.0060895
81,14135.2,2.93824,1.87182,2.02043,0.56553,0.41271,0.44905,0.26644,2.66883,1.78893,1.96087,0.00604,0.00604,0.00604
82,14309.8,2.94471,1.8761,2.01797,0.55916,0.41195,0.44683,0.26511,2.66706,1.79007,1.95992,0.0059905,0.0059905,0.0059905
83,14485.1,2.935,1.8714,2.01662,0.53576,0.42434,0.44981,0.26652,2.66504,1.78555,1.95862,0.005941,0.005941,0.005941
84,14660,2.93144,1.85926,2.01368,0.55641,0.41511,0.45008,0.26775,2.66381,1.78446,1.95809,0.0058915,0.0058915,0.0058915
85,14834.2,2.92984,1.86163,2.01613,0.57158,0.41821,0.45126,0.26802,2.66254,1.7834,1.95767,0.005842,0.005842,0.005842
86,15009,2.92354,1.85331,2.01465,0.57108,0.41838,0.45252,0.26884,2.66079,1.78285,1.95677,0.0057925,0.0057925,0.0057925
87,15183.9,2.92587,1.85723,2.01199,0.56325,0.4238,0.45285,0.26947,2.65955,1.7786,1.95618,0.005743,0.005743,0.005743
88,15359,2.90628,1.84308,2.00612,0.57118,0.42081,0.45255,0.26834,2.65757,1.77802,1.95569,0.0056935,0.0056935,0.0056935
89,15533.4,2.90959,1.84207,2.00619,0.56927,0.41654,0.45262,0.26918,2.65564,1.77596,1.95473,0.005644,0.005644,0.005644
90,15708.4,2.91172,1.84482,2.00794,0.57505,0.41455,0.45205,0.26973,2.65522,1.77539,1.95429,0.0055945,0.0055945,0.0055945
91,15882.7,2.91161,1.8431,2.0081,0.57926,0.41574,0.45105,0.26946,2.65381,1.77359,1.95415,0.005545,0.005545,0.005545
92,16057.2,2.92127,1.8434,2.0041,0.58721,0.41241,0.45177,0.27017,2.65224,1.77285,1.95335,0.0054955,0.0054955,0.0054955
93,16231.4,2.886,1.83258,2.00336,0.58732,0.41078,0.45303,0.27061,2.6521,1.77225,1.9529,0.005446,0.005446,0.005446
94,16406.5,2.90808,1.83608,2.00255,0.59234,0.40936,0.45581,0.27222,2.65044,1.77065,1.95207,0.0053965,0.0053965,0.0053965
95,16580.9,2.90676,1.82626,1.99704,0.58931,0.41123,0.45643,0.27264,2.65009,1.769,1.95161,0.005347,0.005347,0.005347
96,16756.1,2.89246,1.82474,2.00057,0.56965,0.4182,0.45542,0.2719,2.64816,1.7687,1.95117,0.0052975,0.0052975,0.0052975
97,16930.5,2.88786,1.81836,1.99688,0.58043,0.41213,0.45771,0.27259,2.647,1.76801,1.95091,0.005248,0.005248,0.005248
98,17105.6,2.89283,1.8126,1.99743,0.5897,0.40621,0.45843,0.273,2.64662,1.76693,1.95084,0.0051985,0.0051985,0.0051985
99,17280.4,2.8878,1.81953,1.99926,0.59052,0.40641,0.45845,0.27312,2.64658,1.76539,1.95058,0.005149,0.005149,0.005149
100,17454.2,2.88317,1.81023,1.9936,0.59453,0.41077,0.45894,0.27359,2.64446,1.76522,1.95018,0.0050995,0.0050995,0.0050995
101,17628.7,2.87547,1.80255,1.99034,0.57436,0.42552,0.45979,0.27426,2.64434,1.76406,1.94958,0.00505,0.00505,0.00505
102,17803.1,2.88043,1.80412,1.99114,0.60196,0.41186,0.45886,0.27391,2.64351,1.7634,1.94911,0.0050005,0.0050005,0.0050005
103,17977.3,2.87212,1.79802,1.99038,0.58221,0.41643,0.45935,0.27423,2.64168,1.76317,1.94886,0.004951,0.004951,0.004951
104,18151.6,2.87681,1.80077,1.99274,0.5821,0.42318,0.45973,0.2745,2.64082,1.76187,1.94823,0.0049015,0.0049015,0.0049015
105,18325.4,2.87154,1.79224,1.98589,0.56577,0.42799,0.45959,0.27424,2.63994,1.76107,1.94777,0.004852,0.004852,0.004852
106,18499.9,2.87782,1.79552,1.98776,0.56322,0.4281,0.45975,0.27424,2.64,1.76059,1.94731,0.0048025,0.0048025,0.0048025
107,18673,2.87271,1.79485,1.98644,0.56933,0.42714,0.4599,0.27415,2.63864,1.76021,1.94688,0.004753,0.004753,0.004753
108,18847.1,2.87186,1.78715,1.98519,0.57652,0.42588,0.46052,0.27443,2.63823,1.75977,1.9465,0.0047035,0.0047035,0.0047035
109,19020.6,2.86773,1.78796,1.98469,0.59701,0.4135,0.46093,0.27458,2.63892,1.75882,1.94623,0.004654,0.004654,0.004654
